complex_name,address,arena,community_centre,indoor_pool,indoor_soccer,library,outdoor_pool,fitness_leisure_centre,skate_park,spray_pad,wading_pool,location_1,geometry,:@computed_region_6rfj_69jf,:@computed_region_38v8_cedi
Earl Grey C.C,360 Cockburn St N,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.865368143623314', 'longitude': '-97.15093033940562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15093033940562, 49.865368143623314], [-97.15019289505861, 49.86561399787441], [-97.1501326147121, 49.865634094071346], [-97.15023164812065, 49.865756425614855], [-97.15027052614366, 49.86589903732439], [-97.15026573355844, 49.8659006345241], [-97.15029317579628, 49.86593462583214], [-97.15049138349484, 49.86617962180177], [-97.15062889566316, 49.86633715703212], [-97.15082729692823, 49.86658208982108], [-97.15085485688145, 49.86661604328879], [-97.14981800330632, 49.866961250839076], [-97.15001582301521, 49.867205955338804], [-97.15014528360739, 49.867366098887615], [-97.1520386716977, 49.86673605231576], [-97.15190888895681, 49.86657587876633], [-97.15171057963931, 49.866331129221905], [-97.15168305072612, 49.866297153066185], [-97.15148454699491, 49.86605215984547], [-97.15135476787553, 49.86589198569911], [-97.1511562673916, 49.86564699283646], [-97.15112873924686, 49.86561301655407], [-97.15093033940562, 49.865368143623314]]]]}",6,20
Westridge C.C,3 Marshall Cres,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.837815321895675', 'longitude': '-97.1563098509813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.1563098509813, 49.837815321895675], [-97.15756603863282, 49.8373904423631], [-97.15701279080976, 49.83670595722553], [-97.15683154902864, 49.83676717982664], [-97.15649538585174, 49.83688073299766], [-97.15628245176268, 49.836952660228704], [-97.15607123897536, 49.836944514115885], [-97.15606374960755, 49.837026559658256], [-97.15606083534207, 49.83712881886], [-97.15606723257154, 49.83723091936314], [-97.1560828882809, 49.837332015040836], [-97.15610767272821, 49.83743126809347], [-97.15614395082368, 49.83753421074159], [-97.1561900445363, 49.837633148392], [-97.15624551903203, 49.83772714769699], [-97.1563098509813, 49.837815321895675]]]]}",5,26
Walsall Park,2099 Manitoba Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.93358125711577', 'longitude': '-97.21170161600584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.21170161600584, 49.93358125711577], [-97.21168378173462, 49.9335812510048], [-97.21157762744075, 49.93358121751797], [-97.21147143484208, 49.93358118300672], [-97.21115300624712, 49.9335810789383], [-97.21115303878727, 49.93381123115626], [-97.21115306474181, 49.93385508801047], [-97.21104692507964, 49.933855056964426], [-97.21094078538688, 49.93385502672021], [-97.21094096067768, 49.934129122140334], [-97.21104709387575, 49.93412915587945], [-97.21136549199358, 49.93412925918931], [-97.2114716238097, 49.934129292518335], [-97.21168389016898, 49.934129360725834], [-97.21179002338596, 49.93412939378488], [-97.21200228836867, 49.934129461387975], [-97.21210842159371, 49.93412949415556], [-97.21232068659259, 49.93412956117576], [-97.21246927252271, 49.934129607685314], [-97.21248766590351, 49.934130075033345], [-97.21250599813419, 49.934131644807046], [-97.21252420319944, 49.93413431135359], [-97.212541515246, 49.934137897927926], [-97.2125585917907, 49.93414247636582], [-97.21257537605631, 49.93414803144458], [-97.21257547005484, 49.93380132526918], [-97.21248816867853, 49.93375703598493], [-97.2123680525338, 49.93370437664481], [-97.21224435583362, 49.93366078741801], [-97.21211776237904, 49.93362650926779], [-97.21198038974623, 49.93360043091777], [-97.21184138314246, 49.9335853152076], [-97.21170161600584, 49.93358125711577]]]]}",12,127
Whyte Ridge C.C,145 Clocerwood Rd,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.81103043254282', 'longitude': '-97.21553249937226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.21553249937226, 49.81103043254282], [-97.21329188374541, 49.81540297737321], [-97.214495633428, 49.81566032563927], [-97.21674221018849, 49.81490305089804], [-97.2165307042533, 49.81464077623543], [-97.21573447519687, 49.81490919167655], [-97.21556869822257, 49.814703480228616], [-97.21569700474389, 49.81457206394329], [-97.21569126317311, 49.81455051478621], [-97.21568741639096, 49.814533454165144], [-97.21568365864857, 49.81451329946394], [-97.21568086632573, 49.81449411561563], [-97.21567811976723, 49.81446562784402], [-97.2150990888885, 49.81448178676023], [-97.2156381138614, 49.81342902628652], [-97.21566075144567, 49.81338481270146], [-97.21570868960693, 49.81329118094067], [-97.21575929347203, 49.81319234600779], [-97.21581256229489, 49.813088302435276], [-97.21586316616794, 49.8129894658075], [-97.21591110387605, 49.81289583419932], [-97.21595637776224, 49.81280740825764], [-97.21600431451928, 49.81271377699199], [-97.21605491702651, 49.81261494009781], [-97.21610818499695, 49.81251089718948], [-97.21615878722253, 49.8124120598925], [-97.21620672422429, 49.812318429201206], [-97.21625199721632, 49.812230001437555], [-97.21629993268891, 49.81213637043575], [-97.21635053475431, 49.812037533629706], [-97.21640380050478, 49.81193349086112], [-97.21645706744386, 49.81182944718613], [-97.21651033272695, 49.81172540435995], [-97.21656359916564, 49.81162136152637], [-97.21661686401441, 49.81151731774362], [-97.2166701299857, 49.811413274852455], [-97.2167233943341, 49.81130923191112], [-97.21677326499082, 49.811211819152525], [-97.21670088387029, 49.811205715327844], [-97.21662854992094, 49.81119907582048], [-97.21655626710725, 49.81119190099435], [-97.21648426223432, 49.81118421586154], [-97.21641231604119, 49.81117599951879], [-97.21634043244678, 49.81116725241366], [-97.21628798790064, 49.811160526701585], [-97.21623558108276, 49.81115351306762], [-97.2161832135738, 49.81114621172333], [-97.21613104872839, 49.81113864680323], [-97.21607892608255, 49.81113079639537], [-97.21602684719868, 49.81112266073506], [-97.21602684679608, 49.81112266179477], [-97.21594385709284, 49.811109091814195], [-97.21586099261367, 49.811094777020784], [-97.21577826004297, 49.81107971856926], [-97.21569619429552, 49.81106402117648], [-97.21561427189727, 49.81104759206488], [-97.21553249937226, 49.81103043254282]]]]}",15,75
Pritchard Playground,295 Pritchard Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.914043652298616', 'longitude': '-97.13684253177593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.13684253177593, 49.914043652298616], [-97.13654214689755, 49.91394717802515], [-97.13641668684465, 49.913906883163214], [-97.13629122836116, 49.913866589088954], [-97.13616576869752, 49.913826294858666], [-97.13604031067261, 49.913785999618135], [-97.13591485143291, 49.91374570512051], [-97.13569647466899, 49.914029101638725], [-97.13547809388339, 49.9143124985797], [-97.13560361333778, 49.91435281339935], [-97.13572913439648, 49.914393128107584], [-97.13585465427524, 49.91443344265966], [-97.13598017436614, 49.91447375707794], [-97.13610569466925, 49.914514071362426], [-97.13615521819919, 49.91452997644836], [-97.13623121518454, 49.91455438551312], [-97.13635673730413, 49.914594699552424], [-97.13648225824375, 49.91463501343552], [-97.13668150902247, 49.91437607759181], [-97.13660538545892, 49.914351629007996], [-97.13664328327125, 49.91430258845871], [-97.13684253177593, 49.914043652298616]]]]}",4,138
Bourkevale C.C,100 Ferry Rd,False,True,False,False,False,False,True,False,False,False,"{'latitude': '49.8759787120841', 'longitude': '-97.2193231422548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.2193231422548, 49.8759787120841], [-97.22038136688336, 49.87602168122181], [-97.22036275162644, 49.87621316640569], [-97.22207688672168, 49.876282748173885], [-97.22222846653139, 49.874749355162955], [-97.22231318672323, 49.874751968329434], [-97.22353999574362, 49.87480014911505], [-97.2235400118016, 49.87479998642038], [-97.2231303396286, 49.87464580160972], [-97.22232695502387, 49.874612679444134], [-97.22228463763821, 49.87461093483377], [-97.22232519473823, 49.87420063630244], [-97.22235851957726, 49.87386349748036], [-97.22237925072358, 49.87365376310874], [-97.22238497557295, 49.87359583508808], [-97.22234692372281, 49.87358980324355], [-97.22222854947792, 49.87357656408286], [-97.22215671187111, 49.87356574765362], [-97.22211132773721, 49.87356226308135], [-97.22205230453923, 49.87355497128646], [-97.2219985379659, 49.873552347536716], [-97.22189763509886, 49.8735446830807], [-97.22152741008229, 49.87352964822429], [-97.22149588923249, 49.87352007963922], [-97.22136770675107, 49.87352000166932], [-97.2213275821845, 49.87351731709703], [-97.22126748050997, 49.87352044252925], [-97.22120284349701, 49.873510635505816], [-97.22116554099796, 49.873510692680746], [-97.22107479390577, 49.87351451704269], [-97.22101321495374, 49.87351618047324], [-97.22094791397791, 49.87352444302833], [-97.22093682544748, 49.87352319343409], [-97.22091059425577, 49.87351739382191], [-97.22089930385572, 49.873517850171936], [-97.22086012763812, 49.87352723326862], [-97.2208420843436, 49.87352965480438], [-97.22079344915586, 49.87353889268543], [-97.22078102577105, 49.87353609343927], [-97.22074877024674, 49.873531370662654], [-97.22070950411654, 49.87353562518911], [-97.2206950931406, 49.87353968287945], [-97.22067375253884, 49.87354649999117], [-97.22065765996382, 49.87354886149431], [-97.22061463079386, 49.873545682336406], [-97.22038879138154, 49.87357837492087], [-97.22036986777817, 49.87358959794898], [-97.2203155653003, 49.87359398127522], [-97.22029113917374, 49.87358829918797], [-97.22028150476119, 49.873589140703984], [-97.220254794703, 49.8736001542056], [-97.22023698960366, 49.87359988081035], [-97.2201042053458, 49.87362653582807], [-97.21998287307308, 49.873644551482634], [-97.21974694649057, 49.873705512050826], [-97.21963920934046, 49.87372094771153], [-97.21954028130634, 49.873745492882456], [-97.2193231422548, 49.8759787120841]]]]}",13,32
Amherst Park,340 Amherst St,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.8842160474271', 'longitude': '-97.22291352706603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.22291352706603, 49.8842160474271], [-97.22295956430983, 49.88372903550009], [-97.22209676757643, 49.88369454647331], [-97.22205072785788, 49.88418166787307], [-97.22291352706603, 49.8842160474271]]]]}",13,131
John Shaley Tot Lot / Sinclair Park C.C,490 Sinclair St,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.93189550902892', 'longitude': '-97.15105909595611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15105909595611, 49.93189550902892], [-97.15155631563374, 49.93158578640807], [-97.1523233969107, 49.93110840293627], [-97.15298217032408, 49.930700034261356], [-97.15311070301173, 49.93053312942177], [-97.14909006074366, 49.9292412567721], [-97.14846249389663, 49.93005360937316], [-97.15093749608214, 49.9308489259464], [-97.15031545373454, 49.93165685107012], [-97.15105909595611, 49.93189550902892]]]]}",12,158
Ralph Brown Community Centre,460 Andrews St,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.92680865358032', 'longitude': '-97.13836939044639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.13836939044639, 49.92680865358032], [-97.13855995388106, 49.92686991699805], [-97.13875051780545, 49.9269311801074], [-97.1389410835774, 49.92699244382971], [-97.13913164848118, 49.927053706322354], [-97.13922702607405, 49.9270843682107], [-97.13932240378962, 49.927115030021795], [-97.13941778305495, 49.92714569087904], [-97.13951297106578, 49.92717629191974], [-97.13960815923343, 49.92720689198458], [-97.13970334752324, 49.92723749197247], [-97.13979853590062, 49.92726809278238], [-97.13989372443481, 49.92729869261638], [-97.13998910440033, 49.92732935390987], [-97.14008448309602, 49.927360015103766], [-97.14019506220741, 49.92739556235062], [-97.14025206193288, 49.927413885523826], [-97.14063319896779, 49.927536405957994], [-97.14069015184639, 49.92746257016618], [-97.14073764255262, 49.92740100017162], [-97.14078513456329, 49.927339429279], [-97.14083262645131, 49.927277858364924], [-97.14088011682418, 49.92721628740707], [-97.14092760843229, 49.927154717349026], [-97.1409750046669, 49.92709326897343], [-97.14102240077936, 49.92703182057645], [-97.1410698920546, 49.9269702495552], [-97.1411173817801, 49.92690867938911], [-97.14116487281005, 49.92684710832495], [-97.14121236232484, 49.926785537217], [-97.14125985310949, 49.92672396610995], [-97.14087876535064, 49.92660148446893], [-97.140821773084, 49.92658316711491], [-97.14071120888259, 49.92654763058865], [-97.1406158435166, 49.926516980009346], [-97.14052047691534, 49.92648632843152], [-97.1404251104367, 49.92645567677649], [-97.14032974408066, 49.92642502504423], [-97.14023456915305, 49.92639443477071], [-97.14013939298968, 49.92636384349898], [-97.140044027001, 49.926333191535356], [-97.13994866252739, 49.92630253951683], [-97.13985329674932, 49.926271888297684], [-97.13975793112846, 49.92624123610237], [-97.13956739159329, 49.92617999211817], [-97.13937685112052, 49.9261187487023], [-97.13918631252967, 49.926057505000486], [-97.13899577303583, 49.92599626096805], [-97.13868253676434, 49.9264025190412], [-97.13836939044639, 49.92680865358032]]]]}",4,121
Westdale C.C - Pembina Trails Site,6363 Rannock Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.851485274489455', 'longitude': '-97.31002213724358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.31002213724358, 49.851485274489455], [-97.30999706992523, 49.851727290231565], [-97.30996933075703, 49.85199508517554], [-97.30994175411294, 49.85226132185072], [-97.3099070589982, 49.852596256995], [-97.30998900865596, 49.85259948757098], [-97.31043788906499, 49.85261718331348], [-97.31048146534724, 49.85261890155755], [-97.31090115312655, 49.852635444044715], [-97.3112787458256, 49.85265032644332], [-97.311671316686, 49.85266579819589], [-97.31217037406378, 49.852685463960825], [-97.31217392359194, 49.85265122290341], [-97.31217747311447, 49.85261698184568], [-97.31219447683114, 49.852452951325546], [-97.31221148041894, 49.85228892079728], [-97.31222797440229, 49.85212981116819], [-97.31222848387785, 49.85212489026084], [-97.31224548859836, 49.85196085973651], [-97.31226249176824, 49.851796830082804], [-97.31227949484054, 49.85163279952192], [-97.31229649778399, 49.85146876895288], [-97.31231350059858, 49.85130473837567], [-97.31233050328431, 49.85114070779032], [-97.31234750580988, 49.85097667809585], [-97.31236450823789, 49.85081264749419], [-97.31238151192748, 49.85064861690462], [-97.31240013780551, 49.85046892185433], [-97.31239082218536, 49.85046806031379], [-97.31001412664072, 49.85037865347635], [-97.30990479695467, 49.85148065103626], [-97.31002213724358, 49.851485274489455]]]]}",15,221
St. James Centennial Pool,644 Parkdale St,False,False,True,False,False,False,False,False,True,False,"{'latitude': '49.88323488829692', 'longitude': '-97.29643572941248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.29643572941248, 49.88323488829692], [-97.29636801530518, 49.88323206176799], [-97.2957252423878, 49.88320446330799], [-97.29547981855737, 49.88319405457248], [-97.29497192445668, 49.883172512477316], [-97.29496167872037, 49.883273783950045], [-97.29494784493677, 49.88341051983764], [-97.294934009674, 49.883547255699206], [-97.29544191639431, 49.883568712579745], [-97.29542808386103, 49.88370544853128], [-97.2954159093911, 49.883825791833345], [-97.29541424921526, 49.88384220243731], [-97.29540041451331, 49.88397895543873], [-97.29538657972354, 49.884115708434585], [-97.29537274481427, 49.8842524623239], [-97.29535890984884, 49.88438921530861], [-97.29534507479558, 49.884525968287754], [-97.2953312382314, 49.88466272213989], [-97.29531740300244, 49.88479947510792], [-97.29531045061529, 49.884868205478206], [-97.29530356768566, 49.88493622807035], [-97.29528973224936, 49.88507298192625], [-97.29527589675689, 49.88520973487755], [-97.29526206117659, 49.885346487823284], [-97.29524822547677, 49.88548324166247], [-97.29523743542217, 49.88558989026942], [-97.29523438972078, 49.88561999459707], [-97.29522055384527, 49.88575674842512], [-97.2952136358904, 49.88582512488755], [-97.29520671791359, 49.88589350134859], [-97.29519288189407, 49.88603025426647], [-97.29517904575502, 49.88616700807783], [-97.29516520955978, 49.88630376098457], [-97.29515137327672, 49.88644051388575], [-97.29513753687414, 49.88657726768038], [-97.29512370041535, 49.886714020570444], [-97.29510986386873, 49.886850773454924], [-97.29509602720259, 49.88698752723285], [-97.29508219048024, 49.88712428010619], [-97.29506835367006, 49.88726103297395], [-97.29505451534888, 49.887397786714715], [-97.29504067836298, 49.88753453957134], [-97.29502684125755, 49.887671293321425], [-97.29501300409594, 49.88780804616691], [-97.29499916684647, 49.88794479900683], [-97.29498532947746, 49.88808155274022], [-97.2949759200872, 49.888174544845015], [-97.29500977776063, 49.88817595851469], [-97.29513148922328, 49.88697309566046], [-97.29527129534614, 49.88559130750197], [-97.29548284540108, 49.88560016613477], [-97.29556763111553, 49.885603716329626], [-97.29557498075087, 49.88553106747465], [-97.2961328877505, 49.885554426903866], [-97.2961255322564, 49.88562707551991], [-97.29619322714623, 49.88562990998826], [-97.296209844029, 49.88546580455018], [-97.29622975626638, 49.88526915310676], [-97.29624637287698, 49.88510504759067], [-97.29626628477482, 49.88490839618647], [-97.29628013187394, 49.8847716415053], [-97.29629646209393, 49.88461036226865], [-97.29630283168225, 49.884547455111274], [-97.29630781656446, 49.884498223422085], [-97.29632165415661, 49.88436156001393], [-97.29633937797736, 49.88418651399726], [-97.29635764627419, 49.884006089066006], [-97.2963759236602, 49.883825572844415], [-97.29701877233418, 49.88385213255536], [-97.29702708579492, 49.88377007994357], [-97.2963842312103, 49.88374352000073], [-97.29639419089254, 49.88364514879803], [-97.29641246730775, 49.88346463253134], [-97.29643322814697, 49.88325959174012], [-97.29643572941248, 49.88323488829692]]]]}",14,107
