name,latitude,longitude,stop_number,direction,street
Westbound Bridgeland at Highland Creek,49.80381,-97.17792,61157,Westbound,Bridgeland Drive
Northbound Bridgeland at Appletree,49.80847,-97.1759,61165,Northbound,Bridgeland Drive
Southbound Bridgeland at Brockington,49.80869,-97.17628,61163,Southbound,Bridgeland Drive
Southbound Chancellor at Lake Crest,49.80726,-97.17159,60171,Southbound,Chancellor Drive
Northbound Chancellor at Lakeside,49.80775,-97.17139,60172,Northbound,Chancellor Drive
Northbound Chancellor at Lake Lindero,49.80928,-97.17141,60175,Northbound,Chancellor Drive
Southbound Chancellor at Lake Lindero,49.80961,-97.1716,60176,Southbound,Chancellor Drive
Eastbound Bridgeland at Lake Forest,49.81,-97.17877,61162,Eastbound,Bridgeland Drive
Westbound Bridgeland at Abbeydale,49.81021,-97.17854,61166,Westbound,Bridgeland Drive
Southbound Chancellor at Lake Albrin,49.81157,-97.17028,60178,Southbound,Chancellor Drive
Westbound Markham at Chancellor West,49.8034,-97.16557,60164,Westbound,Markham Road
Northbound Chancellor at Lake Albrin,49.81159,-97.16996,60177,Northbound,Chancellor Drive
Eastbound Markham at Chancellor West,49.80354,-97.16535,60163,Eastbound,Markham Road
Westbound Markham at Forest Lake,49.8055,-97.16435,60186,Westbound,Markham Road
Southbound Markham at Bison,49.80213,-97.16573,61259,Southbound,Markham Road
Northbound Markham at Bison,49.80244,-97.16538,61268,Northbound,Markham Road
Eastbound Bison at Barnes,49.80166,-97.16584,61265,Eastbound,Bison Drive
Eastbound Markham at Forest Lake,49.80554,-97.16392,60187,Eastbound,Markham Road
Westbound Bison at Markham,49.80185,-97.16526,61266,Westbound,Bison Drive
Northbound Chancellor at Lake Lindero East,49.81222,-97.16808,60179,Northbound,Chancellor Drive
Southbound Chancellor at Swan Lake,49.81244,-97.1676,60678,Southbound,Chancellor Drive
Westbound Markham at Chancellor East,49.80675,-97.16078,60188,Westbound,Markham Road
Northbound Waverley at Abinojii Mikanah,49.8153,-97.17845,60195,Northbound,Waverley Street
Eastbound Markham at Chancellor East,49.80671,-97.16051,60191,Eastbound,Markham Road
Eastbound Bison at Pembina,49.80148,-97.1614,61267,Eastbound,Bison Drive
Southbound Waverley at Abinojii Mikanah,49.81566,-97.17909,60194,Southbound,Waverley Street
Northbound Barnes at Lee,49.7988,-97.16402,61138,Northbound,Barnes Street
Southbound Barnes at Lee,49.79841,-97.16387,61137,Southbound,Barnes Street
Northbound Chancellor at Chancellor,49.81323,-97.163,60182,Northbound,Chancellor Drive
Westbound Markham at Gull Lake,49.80752,-97.1585,60189,Westbound,Markham Road
Southbound Chancellor at Lake Grove East,49.81349,-97.16238,60183,Southbound,Chancellor Drive
Eastbound Markham at Gull Lake,49.80758,-97.15792,60190,Eastbound,Markham Road
Southbound Southwest Transitway at Markham Station,49.80819,-97.15753,61217,Southbound,Southwest Transitway
Northbound Southwest Transitway at Markham Station,49.80868,-97.15739,61216,Northbound,Southwest Transitway
Westbound Markham at Markham Station,49.80816,-97.15659,62016,Westbound,Markham Road
Southbound Pembina at Bison,49.80129,-97.15731,60099,Southbound,Pembina Highway
Eastbound Scurfield at Waverley,49.81815,-97.18022,60962,Eastbound,Scurfield Boulevard
Northbound Pembina at Bison,49.80178,-97.15687,60095,Northbound,Pembina Highway
Westbound Scurfield at Waverley,49.81837,-97.18021,60963,Westbound,Scurfield Boulevard
Southbound Waverley at Scurfield,49.81861,-97.17949,60810,Southbound,Waverley Street
Southbound Pembina at Victoria Hospital,49.80655,-97.15525,60118,Southbound,Pembina Highway
Westbound Chancellor Matheson at Pembina,49.80198,-97.15592,60097,Westbound,Chancellor Matheson Road
Northbound Pembina at Victoria Hospital,49.80604,-97.15509,60120,Northbound,Pembina Highway
Southbound Chancellor at Lake Village,49.8141,-97.15939,60184,Southbound,Chancellor Drive
Northbound Chancellor at Lake Village,49.81401,-97.15923,62081,Northbound,Chancellor Drive
Eastbound Chancellor Matheson at Pembina,49.80178,-97.1555,60096,Eastbound,Chancellor Matheson Road
Westbound Markham at Pembina,49.80876,-97.1547,60124,Westbound,Markham Road
Eastbound Scurfield at Henlow East,49.8182,-97.18549,60886,Eastbound,Scurfield Boulevard
Northbound Waverley at Scurfield,49.81955,-97.1791,60809,Northbound,Waverley Street
Westbound Scurfield at Henlow East,49.81837,-97.18499,60885,Westbound,Scurfield Boulevard
Westbound Southpark at Southpark Station,49.81056,-97.15465,61214,Westbound,Southpark Drive
Southbound Southwest Transitway at Chancellor Station,49.81386,-97.157,61213,Southbound,Southwest Transitway
Northbound Chancellor at Chancellor Station,49.81452,-97.15743,60185,Northbound,Chancellor Drive
Eastbound Southpark at Southpark Station,49.81066,-97.15395,61215,Eastbound,Southpark Drive
Southbound Newmarket at Ballantrae,49.81965,-97.16746,62031,Southbound,Newmarket Boulevard
Northbound Newmarket at Ballantrae,49.81986,-97.16724,62028,Northbound,Newmarket Boulevard
Southbound Pembina at Southpark South,49.81043,-97.15324,60125,Southbound,Pembina Highway
Southbound Pembina at Dalhousie North,49.79581,-97.15753,60736,Southbound,Pembina Highway
Southbound Chancellor at Chancellor Station,49.81496,-97.15655,60137,Southbound,Chancellor Drive
Northbound Pembina at Southpark,49.81074,-97.15266,60126,Northbound,Pembina Highway
Northbound Southwest Transitway at Chancellor Station,49.81561,-97.15671,61212,Northbound,Southwest Transitway
Northbound Chancellor at Gaylene,49.8154,-97.1549,60133,Northbound,Chancellor Drive
Northbound Waverley at Chevrier,49.82234,-97.17912,60196,Northbound,Waverley Street
Southbound Pembina at Thatcher,49.8136,-97.15227,60130,Southbound,Pembina Highway
Northbound Pembina at Thatcher,49.81324,-97.15195,60129,Northbound,Pembina Highway
Southbound Waverley at Chevrier,49.82269,-97.17952,60197,Southbound,Waverley Street
Westbound Chevrier at Gamble,49.82289,-97.17829,61198,Westbound,Chevrier Boulevard
Eastbound Chevrier at Gamble,49.82308,-97.17731,61236,Eastbound,Chevrier Boulevard
Southbound Gamble at Chevrier,49.823,-97.17884,60735,Southbound,Gamble Place
Westbound Dafoe at University,49.80573,-97.13964,61117,Westbound,Dafoe Road
Eastbound Innovation at Research,49.80295,-97.14692,61114,Eastbound,Innovation Drive
Westbound Innovation at Research,49.80299,-97.14713,61119,Westbound,Innovation Drive
Eastbound Dafoe at University,49.80576,-97.13917,61116,Eastbound,Dafoe Road
Northbound University at Chancellor Matheson,49.80716,-97.1396,60103,Northbound,University Crescent
Southbound University at Dysart,49.80856,-97.14126,60107,Southbound,University Crescent
Eastbound Bohemier at University Crescent,49.80938,-97.14281,61218,Eastbound,Bohemier Trail
Westbound Bohemier at University Crescent,49.80964,-97.1424,61255,Westbound,Bohemier Trail
Northbound University at Dysart,49.80969,-97.14162,60108,Northbound,University Crescent
Northbound University at Freedman,49.80485,-97.1377,62067,Northbound,University Crescent
Southbound University at Freedman,49.80418,-97.1377,60672,Southbound,University Crescent
Westbound Dafoe at Agriculture,49.80678,-97.13653,60105,Westbound,Dafoe Road
Eastbound Dafoe at Agriculture,49.80679,-97.13607,61253,Eastbound,Dafoe Road
Southbound University at Markham,49.8116,-97.14545,60110,Southbound,University Crescent
Northbound University at Markham,49.81203,-97.14549,60109,Northbound,University Crescent
Eastbound Freedman at King's Drive,49.80518,-97.13373,60091,Eastbound,Freedman Crescent
Northbound King's at Freedman,49.80527,-97.13327,60090,Northbound,Kings Drive
Westbound Silverstone at Celtic,49.79872,-97.1399,60082,Westbound,Silverstone Avenue
Eastbound Silverstone at Tunis,49.79847,-97.14023,60079,Eastbound,Silverstone Avenue
Westbound Silverstone at Aurora,49.8001,-97.1358,60084,Westbound,Silverstone Avenue
Northbound King's at Pasadena,49.8035,-97.13258,60088,Northbound,Kings Drive
Eastbound Silverstone at Aurora,49.79994,-97.1359,60083,Eastbound,Silverstone Avenue
Southbound King's at Pasadena,49.80304,-97.13263,60087,Southbound,Kings Drive
Westbound Dafoe at U of M Station (BLUE),49.80857,-97.13143,60675,Westbound,Dafoe Road
Westbound Silverstone at King's Drive,49.80138,-97.13204,60085,Westbound,Silverstone Avenue
Eastbound Silverstone at King's Drive,49.80128,-97.1319,60086,Eastbound,Silverstone Avenue
Eastbound Dafoe at U of M Station,49.8086,-97.13072,61254,Eastbound,Dafoe Road
"Westbound Dafoe at U of M Station (F8, 74)",49.80888,-97.13038,60674,Westbound,Dafoe Road
Southbound University at Thatcher,49.81519,-97.1473,60112,Southbound,University Crescent
"Westbound Dafoe at U of M Station (F9, 679, 889)",49.80899,-97.13002,60673,Westbound,Dafoe Road
Northbound University at Thatcher,49.81538,-97.14715,60111,Northbound,University Crescent
"Westbound Dafoe at U of M Station (662, 671, 672)",49.80924,-97.1295,60106,Westbound,Dafoe Road
Southbound University at Wedgewood,49.81695,-97.14908,60113,Southbound,University Crescent
Northbound Chancellor at Pembina,49.81622,-97.15235,60134,Northbound,Chancellor Drive
Southbound Chancellor at Pembina,49.81636,-97.15265,60903,Southbound,Chancellor Drive
Northbound University at Wedgewood,49.81739,-97.14944,60114,Northbound,University Crescent
Eastbound St.Amant Access at St.Amant,49.81593,-97.13268,50604,Eastbound,St.Amant Access
Northbound Pembina at University Crescent,49.81762,-97.15168,60140,Northbound,Pembina Highway
Southbound University at Pembina,49.81783,-97.15115,60139,Southbound,University Crescent
Eastbound Abinojii Mikanah Ramp EB to Pembina at Pembina,49.81776,-97.1526,60010,Eastbound,Abinojii Mikanah Ramp EB to Pembina
Southbound Pembina at University Crescent,49.81791,-97.15222,60138,Southbound,Pembina Highway
Northbound University at Pembina,49.81816,-97.1515,60141,Northbound,University Crescent
Northbound University at Pembina South,49.81841,-97.15153,60911,Northbound,University Crescent
Eastbound St.Amant Access at St.Amant East,49.81659,-97.13157,50096,Eastbound,St.Amant Access
Southbound River at Woodlawn,49.81727,-97.13194,50692,Southbound,River Road
Northbound River at Woodlawn,49.81754,-97.13229,50457,Northbound,River Road
Southbound River at Harry Collins,49.81859,-97.13456,50691,Southbound,River Road
Northbound River at Harry Collins,49.81871,-97.13447,50458,Northbound,River Road
Southbound River at River Pointe,49.82036,-97.13666,50655,Southbound,River Road
Northbound River at Riel,49.82064,-97.1366,50654,Northbound,River Road
Westbound Abinojii Mikanah Ramp WB to Pembina at Pembina,49.82114,-97.15245,60721,Westbound,Abinojii Mikanah Ramp WB to Pembina
Northbound Plaza at Plaza Terminal,49.82198,-97.1476,60916,Northbound,Plaza Drive
Southbound River at Avalon,49.82156,-97.13732,50709,Southbound,River Road
Northbound River at Millfield,49.81795,-97.12708,50455,Northbound,River Road
Southbound River at McNulty East,49.81789,-97.12636,50694,Southbound,River Road
Northbound River at Avalon,49.82198,-97.13738,50714,Northbound,River Road
Eastbound Abinojii Mikanah at River,49.82282,-97.13764,50401,Eastbound,Abinojii Mikanah
Northbound Pembina at Plaza,49.82274,-97.15257,60146,Northbound,Pembina Highway
Southbound Southwest Transitway at Plaza Station,49.82186,-97.15621,61211,Southbound,Southwest Transitway
Westbound Abinojii Mikanah at River,49.82321,-97.1385,50400,Westbound,Abinojii Mikanah
Northbound St Mary's at Warde North,49.80694,-97.11392,50686,Northbound,St Mary's Road
Southbound St Mary's at Warde,49.80537,-97.11499,50192,Southbound,St Mary's Road
Northbound St Mary's at Normand Park,49.80335,-97.11559,50771,Northbound,St Mary's Road
Southbound St Mary's at Normand Park,49.80329,-97.11587,50770,Southbound,St Mary's Road
Westbound Burland at Knotsberry,49.80372,-97.10917,50707,Westbound,Burland Avenue
Eastbound Burland at Knotsberry,49.8034,-97.10931,50704,Eastbound,Burland Avenue
Westbound Burland at Malmsbury,49.80242,-97.11196,50708,Westbound,Burland Avenue
Eastbound Burland at Aldgate,49.80201,-97.113,50703,Eastbound,Burland Avenue
Northbound Aldgate at Burland,49.80192,-97.11263,50988,Northbound,Aldgate Road
Westbound Burland at Healy,49.80517,-97.10697,50706,Westbound,Burland Avenue
Eastbound Burland at Healy,49.80513,-97.10667,50705,Eastbound,Burland Avenue
Westbound Burland at St. Mary's,49.80162,-97.11508,50684,Westbound,Burland Avenue
Eastbound Burland at St. Mary's,49.80156,-97.11483,50737,Eastbound,Burland Avenue
Northbound St Mary's at Normand,49.8101,-97.11284,50594,Northbound,St Mary's Road
Southbound St Mary's at Henteleff Park,49.81024,-97.11313,51001,Southbound,St Mary's Road
Northbound Paddington at Charing Cross,49.80924,-97.10764,50608,Northbound,Paddington Road
Eastbound Burland at Paddington,49.80566,-97.10512,51032,Eastbound,Burland Avenue
Westbound Burland at Paddington,49.80593,-97.10471,50630,Westbound,Burland Avenue
Northbound Aldgate at Becontree,49.80023,-97.11213,50986,Northbound,Aldgate Road
Northbound Paddington at Grimsby,49.81161,-97.10939,50439,Northbound,Paddington Road
Southbound St Mary's at Britannica,49.81235,-97.11252,50591,Southbound,St Mary's Road
Westbound Burland at Chancery,49.80639,-97.1023,50636,Westbound,Burland Avenue
Eastbound Burland at Westbourne,49.80628,-97.10219,50638,Eastbound,Burland Avenue
Northbound St Mary's at Britannica South,49.81284,-97.11204,50592,Northbound,St Mary's Road
Westbound Aldgate at Eastcote,49.79897,-97.10781,50984,Westbound,Aldgate Road
Westbound Burland at Brixton,49.80661,-97.10045,50635,Westbound,Burland Avenue
Eastbound Burland at Southfields,49.80649,-97.10036,50637,Eastbound,Burland Avenue
Northbound Paddington at Alburg,49.81335,-97.10807,50437,Northbound,Paddington Road
Westbound Aldgate at Michaud,49.8,-97.10355,50982,Westbound,Aldgate Road
Southbound John Forsyth at Warde,49.80956,-97.10052,50627,Southbound,John Forsyth Road
Eastbound Britannica at Sandrington,49.81493,-97.10946,50719,Eastbound,Britannica Road
Westbound Aldgate at Cotter,49.80161,-97.09961,50972,Westbound,Aldgate Road
Westbound Burland at John Forsyth,49.80809,-97.09855,50628,Westbound,Burland Avenue
Westbound Britannica at Sandrington,49.81509,-97.10962,50718,Westbound,Britannica Road
Northbound St Mary's at Britannica,49.81541,-97.11216,50590,Northbound,St Mary's Road
Eastbound Burland at John Forsyth,49.80818,-97.09832,50442,Eastbound,Burland Avenue
Southbound Paddington at Tufnell,49.81471,-97.10648,50435,Southbound,Paddington Road
Northbound Paddington at Tufnell,49.81466,-97.10626,50436,Northbound,Paddington Road
Southbound John Forsyth at Ashford,49.8123,-97.10104,50612,Southbound,John Forsyth Road
Southbound St Mary's at Rivergate,49.81612,-97.11261,50589,Southbound,St Mary's Road
Westbound Aldgate at Nault,49.8025,-97.09695,50971,Westbound,Aldgate Road
Southbound Highbury at John Forsyth,49.80784,-97.09613,50798,Southbound,Highbury Road
Southbound John Forsyth at Thornewood,49.81363,-97.10072,50614,Southbound,John Forsyth Road
Northbound Highbury at John Forsyth,49.80796,-97.0959,50805,Northbound,Highbury Road
Northbound Paddington at Maitland,49.81529,-97.10295,50433,Northbound,Paddington Road
Southbound Paddington at Whicker,49.8154,-97.1026,50434,Southbound,Paddington Road
Westbound Aldgate at Highbury,49.80355,-97.09479,50803,Westbound,Aldgate Road
Southbound John Forsyth at Paddington,49.81496,-97.10091,50817,Southbound,John Forsyth Road
Northbound St Mary's at Vista South,49.81781,-97.11261,50588,Northbound,St Mary's Road
Eastbound Aldgate at Highbury,49.80358,-97.09444,50800,Eastbound,Aldgate Road
Southbound St Mary's at River South,49.818,-97.11299,50587,Southbound,St Mary's Road
Eastbound John Forsyth at Glenham,49.8082,-97.09371,50827,Eastbound,John Forsyth Road
Westbound John Forsyth at Glenham,49.80845,-97.09363,50828,Westbound,John Forsyth Road
Eastbound Aldgate at Cummings,49.80435,-97.09314,50801,Eastbound,Aldgate Road
Westbound Aldgate at Wycombe,49.80465,-97.09298,50802,Westbound,Aldgate Road
Southbound Dakota at Warde,49.81093,-97.0941,50421,Southbound,Dakota Street
Northbound Dakota at Warde,49.81147,-97.09423,50806,Northbound,Dakota Street
Northbound Dakota at John Forsyth,49.80925,-97.09253,51105,Northbound,Dakota Street
Southbound Dakota at John Forsyth,49.80817,-97.09211,51106,Southbound,Dakota Street
Southbound River at Minnetonka,49.81806,-97.12226,50695,Southbound,River Road
Southbound Dakota at Southglen,49.81566,-97.0979,51011,Southbound,Dakota Street
Northbound River at Minnetonka,49.81818,-97.1225,50701,Northbound,River Road
Westbound John Forsyth at Dakota,49.80919,-97.0919,50931,Westbound,John Forsyth Road
Eastbound John Forsyth at Dakota,49.80903,-97.09167,50932,Eastbound,John Forsyth Road
Northbound Dakota at Southglen,49.81611,-97.0979,51010,Northbound,Dakota Street
Northbound St Mary's at Vista (Park & Ride),49.82,-97.11307,50586,Northbound,St Mary's Road
Eastbound Southglen at Dakota East,49.81599,-97.09724,50867,Eastbound,Southglen Boulevard
Westbound Southglen at Dakota East,49.81613,-97.09725,50864,Westbound,Southglen Boulevard
Westbound Aldgate at Dakota,49.80547,-97.09026,50430,Westbound,Aldgate Road
Southbound St Mary's at River,49.82047,-97.11345,50585,Southbound,St Mary's Road
Westbound John Forsyth at Baisinger,49.81006,-97.08939,50934,Westbound,John Forsyth Road
Eastbound John Forsyth at Baisinger,49.80998,-97.08922,50933,Eastbound,John Forsyth Road
Westbound Aldgate at Everingham,49.80573,-97.08826,50429,Westbound,Aldgate Road
Southbound Dakota at Dakota Community Club,49.81907,-97.0994,50191,Southbound,Dakota Street
Northbound Dakota at Dakota Community Club,49.81939,-97.09898,50190,Northbound,Dakota Street
Southbound Minnetonka at Woodlawn,49.82062,-97.12376,50452,Southbound,Minnetonka Street
Northbound Minnetonka at Riverbend,49.82087,-97.12375,50702,Northbound,Minnetonka Street
Westbound Southglen at Amersham,49.81726,-97.09392,50862,Westbound,Southglen Boulevard
Eastbound Southglen at Amersham,49.81718,-97.09376,50863,Eastbound,Southglen Boulevard
Northbound St Mary's at Greenwood,49.82297,-97.11369,50584,Northbound,St Mary's Road
Southbound St Mary's at Greendell,49.82299,-97.11394,50583,Southbound,St Mary's Road
Westbound Aldgate at Clerkenwell,49.80568,-97.08584,50610,Westbound,Aldgate Road
Westbound John Forsyth at Everden,49.81045,-97.08647,50936,Westbound,John Forsyth Road
Eastbound John Forsyth at Everden,49.81029,-97.08635,50935,Eastbound,John Forsyth Road
Northbound Dakota at Hyatt,49.82122,-97.0992,50496,Northbound,Dakota Street
Southbound Dakota at Hyatt,49.82141,-97.09972,50504,Southbound,Dakota Street
Westbound Aldgate at Keelegate,49.80622,-97.08354,50945,Westbound,Aldgate Road
Westbound Aldgate at Kamberwell West,49.80836,-97.07968,50956,Westbound,Aldgate Road
Eastbound John Forsyth at Ashworth,49.81024,-97.08292,50937,Eastbound,John Forsyth Road
Westbound John Forsyth at Ashworth,49.81032,-97.08303,50938,Westbound,John Forsyth Road
Eastbound John Forsyth at Aldgate,49.81108,-97.07965,50957,Eastbound,John Forsyth Road
